Timestamp;age;Generation;Gender;Purchase_Frequency;Purchase_Categories;Personalized_Recommendation_Frequency;Browsing_Frequency;Product_Search_Method;Search_Result_Exploration;Customer_Reviews_Importance;Add_to_Cart_Browsing;Cart_Completion_Frequency;Cart_Abandonment_Factors;Saveforlater_Frequency;Review_Left;Review_Reliability;Review_Helpfulness;Personalized_Recommendation_Frequency ;Recommendation_Helpfulness;Rating_Accuracy ;Shopping_Satisfaction;Service_Appreciation;Improvement_Areas
2023/06/11 11:22:19 PM GMT+5:30;43;X;Male;Once a month;Beauty and Personal Care;Sometimes;Multiple times a day;Filter;Multiple pages;2;No;Always;Found a better price elsewhere;Often;No;Rarely;Sometimes;1;Yes;2;1;Competitive prices;Product quality and accuracy
2023/06/11 11:22:55 PM GMT+5:30;34;Y;Female;Multiple times a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:24:21 PM GMT+5:30;43;X;Male;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:25:09 PM GMT+5:30;25;Y;Female;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/11 11:25:48 PM GMT+5:30;43;X;Female;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/11 11:26:21 PM GMT+5:30;56;X;Female;Multiple times a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:26:54 PM GMT+5:30;32;Y;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/11 11:27:25 PM GMT+5:30;21;Z;Male;Once a week;Clothing and Fashion;Sometimes;Few times a week;categories;Multiple pages;1;Maybe;Sometimes;Found a better price elsewhere;Sometimes;No;Occasionally;Sometimes;4;Sometimes;3;2;Competitive prices;Customer service responsiveness
2023/06/11 11:27:55 PM GMT+5:30;34;Y;Male;Less than once a month;Clothing and Fashion;No;Few times a week;categories;First page;2;No;Often;Found a better price elsewhere;Sometimes;Yes;Occasionally;No;2;No;3;3;User-friendly website/app interface;Customer service responsiveness
2023/06/11 11:28:26 PM GMT+5:30;34;Y;Female;Once a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/12 9:40:22 AM GMT+5:30;34;Y;Female;Once a week;Clothing and Fashion;No;Few times a week;Keyword;Multiple pages;2;No;Often;Changed my mind or no longer need the item;Sometimes;No;Occasionally;No;4;Sometimes;4;4;User-friendly website/app interface;Shipping speed and reliability
2023/06/12 2:41:06 PM GMT+5:30;45;X;Prefer not to say;Once a month;Clothing and Fashion;Sometimes;Few times a week;Keyword;First page;2;Maybe;Sometimes;others;Sometimes;Yes;Heavily;Sometimes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/12 2:41:58 PM GMT+5:30;45;X;Female;Once a week;Beauty and Personal Care;Yes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;2;4;Product recommendations;Product quality and accuracy
2023/06/12 2:43:30 PM GMT+5:30;45;X;Prefer not to say;Less than once a month;Home and Kitchen;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Never;Found a better price elsewhere;Rarely;No;Moderately;Sometimes;4;Yes;4;4;Competitive prices;Shipping speed and reliability
2023/06/12 2:44:47 PM GMT+5:30;45;X;Female;Few times a month;Groceries and Gourmet Food;Sometimes;Multiple times a day;categories;Multiple pages;3;Maybe;Often;Changed my mind or no longer need the item;Rarely;Yes;Moderately;Sometimes;3;Sometimes;3;3;Product recommendations;Product quality and accuracy
2023/06/12 2:48:55 PM GMT+5:30;45;X;Female;Few times a month;Beauty and Personal Care;Yes;Few times a month;others;Multiple pages;3;Maybe;Rarely;Found a better price elsewhere;Often;Yes;Occasionally;Yes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/12 2:49:47 PM GMT+5:30;45;X;Prefer not to say;Once a week;Clothing and Fashion;Sometimes;Multiple times a day;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;4;Sometimes;3;4;Product recommendations;Product quality and accuracy
2023/06/12 2:51:24 PM GMT+5:30;25;Y;Female;Once a month;Beauty and Personal Care;Sometimes;Few times a month;Keyword;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Rarely;Yes;Moderately;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/12 2:54:13 PM GMT+5:30;45;X;Prefer not to say;Few times a month;Beauty and Personal Care;Sometimes;Few times a month;categories;First page;3;Maybe;Sometimes;Changed my mind or no longer need the item;Always;Yes;Occasionally;Sometimes;3;Sometimes;3;3;User-friendly website/app interface;Product quality and accuracy
2023/06/12 3:27:59 PM GMT+5:30;60;Baby Boomers;Male;Once a week;Beauty and Personal Care;Sometimes;Few times a month;Filter;Multiple pages;3;Maybe;Rarely;Changed my mind or no longer need the item;Sometimes;Yes;Heavily;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/12 3:29:20 PM GMT+5:30;26;Y;Male;Few times a month;Groceries and Gourmet Food;Sometimes;Few times a week;categories;Multiple pages;4;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Wide product selection;Customer service responsiveness
2023/06/12 3:33:53 PM GMT+5:30;25;Y;Prefer not to say;Few times a month;Beauty and Personal Care;Sometimes;Few times a week;Filter;Multiple pages;4;Yes;Sometimes;Found a better price elsewhere;Sometimes;Yes;Moderately;Sometimes;3;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/12 3:35:24 PM GMT+5:30;45;X;Female;Multiple times a week;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;2;Maybe;Sometimes;High shipping costs;Sometimes;Yes;Moderately;Yes;4;Sometimes;3;4;Competitive prices;Customer service responsiveness
2023/06/12 3:37:14 PM GMT+5:30;12;Z;Female;Multiple times a week;Beauty and Personal Care;Yes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Always;Yes;Moderately;Yes;3;Sometimes;4;4;Wide product selection;Customer service responsiveness
2023/06/12 3:38:48 PM GMT+5:30;56;X;Prefer not to say;Few times a month;Beauty and Personal Care;Sometimes;Multiple times a day;categories;Multiple pages;4;No;Sometimes;Found a better price elsewhere;Often;Yes;Occasionally;Yes;3;Sometimes;3;4;Product recommendations;Customer service responsiveness
2023/06/12 3:40:25 PM GMT+5:30;45;X;Female;Multiple times a week;Beauty and Personal Care;Yes;Few times a week;Filter;Multiple pages;3;Maybe;Often;Found a better price elsewhere;Sometimes;Yes;Moderately;Sometimes;3;Yes;3;2;Competitive prices;Customer service responsiveness
2023/06/12 3:42:05 PM GMT+5:30;41;X;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Often;Yes;Moderately;Sometimes;4;Sometimes;3;3;Product recommendations;Product quality and accuracy
2023/06/12 3:44:16 PM GMT+5:30;23;Z;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a week;Keyword;Multiple pages;3;Maybe;Often;Found a better price elsewhere;Sometimes;Yes;Moderately;Sometimes;3;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/12 3:45:27 PM GMT+5:30;23;Z;Female;Multiple times a week;Beauty and Personal Care;Yes;Few times a week;Keyword;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;4;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/12 3:47:01 PM GMT+5:30;45;X;Female;Multiple times a week;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;High shipping costs;Sometimes;Yes;Moderately;Sometimes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/12 3:48:11 PM GMT+5:30;25;Y;Female;Few times a month;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;High shipping costs;Sometimes;Yes;Occasionally;Sometimes;4;Sometimes;4;4;Product recommendations;Reducing packaging waste
2023/06/12 3:49:27 PM GMT+5:30;25;Y;Male;Multiple times a week;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;2;Yes;Sometimes;Found a better price elsewhere;Always;Yes;Moderately;Sometimes;3;Sometimes;3;2;Product recommendations;Product quality and accuracy
2023/06/12 3:51:31 PM GMT+5:30;23;Z;Female;Few times a month;Clothing and Fashion;Sometimes;Few times a week;Keyword;Multiple pages;4;Maybe;Sometimes;High shipping costs;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/12 3:52:33 PM GMT+5:30;23;Z;Female;Few times a month;Clothing and Fashion;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;User-friendly website/app interface;Customer service responsiveness
2023/06/12 3:53:28 PM GMT+5:30;23;Z;Female;Once a month;Clothing and Fashion;Sometimes;Few times a month;Filter;Multiple pages;3;Maybe;Rarely;Changed my mind or no longer need the item;Sometimes;No;Occasionally;Sometimes;3;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/12 3:54:44 PM GMT+5:30;23;Z;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a week;Filter;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Moderately;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/12 3:55:53 PM GMT+5:30;23;Z;Prefer not to say;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/12 3:56:57 PM GMT+5:30;23;Z;Female;Multiple times a week;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;2;Maybe;Often;Found a better price elsewhere;Often;Yes;Moderately;Sometimes;3;Sometimes;3;5;Competitive prices;Customer service responsiveness
2023/06/12 3:57:52 PM GMT+5:30;23;Z;Female;Once a week;Groceries and Gourmet Food;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Rarely;High shipping costs;Always;Yes;Moderately;Sometimes;4;Sometimes;3;4;Product recommendations;Customer service responsiveness
2023/06/12 3:59:10 PM GMT+5:30;23;Z;Female;Once a month;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Rarely;Yes;Moderately;Sometimes;4;Sometimes;3;4;Product recommendations;Product quality and accuracy
2023/06/12 3:59:59 PM GMT+5:30;23;Z;Female;Few times a month;Beauty and Personal Care;Yes;Few times a week;Keyword;First page;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;Yes;3;Sometimes;3;4;Competitive prices;Customer service responsiveness
2023/06/12 4:00:56 PM GMT+5:30;25;Y;Female;Once a week;Beauty and Personal Care;Sometimes;Multiple times a day;categories;Multiple pages;4;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Heavily;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/12 4:02:02 PM GMT+5:30;23;Z;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;4;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Moderately;Sometimes;3;Sometimes;3;4;Competitive prices;Customer service responsiveness
2023/06/12 4:02:53 PM GMT+5:30;23;Z;Female;Once a week;Clothing and Fashion;Sometimes;Few times a week;Filter;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Heavily;Sometimes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/12 4:03:59 PM GMT+5:30;23;Z;Female;Once a month;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;High shipping costs;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;2;3;Wide product selection;Product quality and accuracy
2023/06/12 9:57:20 PM GMT+5:30;23;Z;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/16 9:16:05 AM GMT+5:30;23;Z;Female;Once a week;Clothing and Fashion;Sometimes;Multiple times a day;Keyword;Multiple pages;3;Maybe;Often;Found a better price elsewhere;Sometimes;Yes;Moderately;Sometimes;3;Sometimes;3;3;Product recommendations;Product quality and accuracy
